section,display_name,part_file,flags,m11,m12,m13,m21,m22,m23,m31,m32,m33,offx,offy,offz,raw_tail,source_line
BODY,Castle Breastplate Pattern,973P40.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1402
BODY,Castle Bodice and Cloak Pattern,973P4H.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1403
BODY,Castle Chainmail Pattern,973P41.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1404
BODY,Castle Crossed Pikes Pattern,973P42.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1405
BODY,Castle Female Armour Pattern,973P4G.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1406
BODY,Castle Red/Gray Pattern,973P47.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1407
BODY,"Catsuit, Ring Zipper Pull and Belt Pattern",973PB8.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1408
BODY,"Chain Mail, Belt and Straps Pattern",973PF2.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1409
BODY,"Chef Jacket, Red Scarf and Food Stains Pattern",973P5R.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1410
BODY,Chef Pattern,973p2a.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1411
BODY,Classic Space Pattern,973P90.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1413
BODY,Classic Space Simulated Wear Pattern,973P91.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1414
BODY,Clockwork Robot Pattern,973PC67.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1415
BODY,"Coastguard Logo, Zippers and Radio Pattern",973PU0.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1416
BODY,Collar and Red Fleur-de-Lis Pattern,973PFC.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1417
BODY,Construction Safety Vest with Reflective Stripes Pattern,973P8I.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1419
BODY,Coral Shooting Heart and Rainbow Pattern,973PCJF.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1421
BODY,Corset and Gold Trim Pattern,973P4Z.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1422
BODY,Corset with Reddish Brown Laces Pattern,973p4w.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1423
BODY,Crew Neck Sweater with Bright Pink Collar Pattern,973PD17.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1424
BODY,Crew Neck Sweater w. Collar and 'HAIL TO THE CHEF'Pattern,973P89.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1425
BODY,Crown on DarkBlue/MediumBlue Quarters Pattern,973p4j.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1427
BODY,Dark Blue Muscles and Gold Necklace Pattern,973pq2.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1428
BODY,"Dark Bluish Grey Corset, Laces and Rope Belt Pattern",973PC5.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1430
BODY,"Dark Bluish Grey Straps, Belt, Pouches and 'ACU' Pattern",973PXE.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1434
BODY,Dark Bluish Grey Suit Lines and Tie Pattern,973P9Y.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1435
BODY,Dark Brown Fur Pattern,973PDG1.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1438
BODY,Dark Brown Muscles and Belly Pattern,973PX1.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1439
BODY,Dark Green Corset with Leather Belt Pattern,973p4x.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1441
BODY,"Dark Green Tie, Sand Green Shirt and Lab Coat Pattern",973PDG3.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1442
BODY,"Dark Grey, Black, and Yellow Batman Pattern",973PB1.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1443
BODY,Dark Grey and Silver Striped Armour Pattern,973PFB.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1444
BODY,Dark Orange and Yellow Feathers Pattern,973PDE5.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1445
BODY,Dark Orange Apron with Green Leaf Symbol Pattern,973P0O.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1446
BODY,Dark Orange Vest and Purple Bow Tie Pattern,973pb7.dat,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1447
BODY,Dark Pink Stomach Lines Pattern,973P9D.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1448
BODY,Dark Pink Stomach Lines and Tail on Back Pattern,973PCBD.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1449
BODY,"Dark Purple Shirt, Zipper and Red Triangle Pattern",973PUL.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1450
BODY,"Dark Red Plaid Flannel Shirt, Collar and Buttons Pattern",973PUJ.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1452
BODY,"Dark Red, Red and Gold Armour and Fire Chi Emblem Pattern",973P0X.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1453
BODY,Dotted Black Tie and Red Peppers Pattern,973PDG4.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1457
BODY,Dragon Clasps and Red Ties Front and Dragon Back Pattern,973PNB.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1458
BODY,Dragon Face Breathing Fire Pattern,973PF6.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1459
BODY,Dragon Head Pattern,973P4B.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1460
BODY,Dragon Standing Pattern,973PF7.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1461
BODY,Dress and Red Beads Necklace Pattern,973PD13.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1462
BODY,"Dress, White Apron and Red Beads Necklace",973P88.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1463
BODY,Dress with Wavy Lines Pattern,973P5C.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1464
BODY,Egyptian Royal Seal and Belt Pattern,973PC5E.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1465
BODY,Exxon Logo Pattern,973P1I.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1466
BODY,Explorien Logo Pattern,973p55.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1467
BODY,Extreme Team Jacket Logo Pattern,973P8A.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1468
BODY,Female Corset with Lavender Trim and Pendant Pattern,973P5Q.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1472
BODY,Female Gold Trim and Gold Belt Pattern,973P0W.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1473
BODY,Female Grey Shirt under Laboratory Smock Pattern,973P0R.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1474
BODY,"Female Jacket, Pockets and Lavender Hoodie Pattern",973PXX.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1475
BODY,Female Jumpsuit with Zipper with 'SALLY' Name Tag Pattern,973P5A.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1477
BODY,Female Pirate Corset and Light Blue Ribbon Pattern,973P3O.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1482
BODY,Female Pirate Corset with Gold and Blue Pattern,973P3M.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1483
BODY,Female Pirate Pattern,973P38.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1484
BODY,Female Top with Two White Buttons and Black Straps Pattern,973P9J.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1486
BODY,Female Shiny Pink Robe with Spots Pattern,973PHC.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1487
BODY,Female Shirt and White Number 5 Pattern,973PTE.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1488
BODY,Female Shirt with Two Buttons and Shell Pendant Pattern,973P8K.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1489
BODY,"Female White Shirt, Open Jacket Pattern",973PAE.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1492
BODY,Female with Harlequin Black/White Pattern,973PBA.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1494
BODY,"Female with Jacket, 2 Pockets, Buttons, Necklace Pattern",973PBJ.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1495
BODY,Female with LtPurple Scarf and Gray Belt Pattern,973P7Y.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1497
BODY,Fire Fighter Five Button Pattern,973P21.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1501
BODY,"Fire Power Emblem, Kunai Knives and Scabbard Pattern",973P0Y.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1502
BODY,Forestman and Purse Pattern,973P46.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1510
BODY,Forestman Black Collar Pattern,973P50.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1511
BODY,Forestman Blue Collar Pattern,973P49.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1512
BODY,Forestman Maroon Collar Pattern,973P48.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1513
BODY,Four Button Suit and Train Logo Pattern,973P84.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1514
BODY,FreeStyle Pattern,973PT3.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1515
BODY,Front and Rear Stickers w. 'TINE' Logo on Blue Background,973D05.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1516
BODY,Gold and Dark Red Trim and Laces Pattern,973P1P.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1518
BODY,Gold Asian Characters Front and Dragon Back Pattern,973PNA.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1519
BODY,"Gold Dress and Veil Top, Dark Brown Trim Pattern",973P5E.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1521
BODY,Gold Fob and 100 Dollar Bills Pattern,973PWA.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1522
BODY,Gold Ice Planet Pattern,973P61.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1523
BODY,Gold Lion and Belt on Red/White Quarter Pattern,973P4L.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1524
BODY,Gold Necklace and Yellow Undershirt Pattern,973P72.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1525
BODY,Gold Robe with Hood over Ornate Stole and Brooch Pattern,973P5P.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1526
BODY,Gold Tie Pin and Black Tie Pattern,973PD7F.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1527
BODY,Grey and Gold Batman Pattern,973pb0.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1528
BODY,Grey Muscles and Arc Reactor Pattern,973PBH.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1529
BODY,Green Castle Bodice Pattern,973P4Q.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1532
BODY,Green Dungaree Pattern,973P1J.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1533
BODY,Green Futuron Pattern,973P6I.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1534
BODY,Green Overall and Blue Checkered Shirt Pattern,973P9V.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1537
BODY,Green Stripes and Leather Strap Pattern,973P3T.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1538
BODY,Gryffindor Uniform Pattern,973PH1.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1539
BODY,Halter Top with Green Apples and Lime Spots Pattern,973P1X.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1540
BODY,"Halter Top, Dolphins, Swirls and Stars Pattern",973P9Z.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1541
BODY,Hooded Sweatshirt/Blue Pocket/Drawstring Pattern,973p7j.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1544
BODY,Hoodie with Red Pockets and Hood and Gold Leaves Pattern,973P5M.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1548
BODY,Hogwarts Uniform Pattern,973PH0.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1552
BODY,Horse Head Pattern,973P2M.dat,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1553
BODY,"HP Harry Potter Uniform Gryffindor Stripe, Shield Pattern",973PHA.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1556
BODY,HP Jacket with 4 Button Vest and Bow Tie Pattern,973PH4.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1557
BODY,HP Narcissa Malfoy Pattern,973PH9.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1558
BODY,HP Voldemort Green Robe Lines Pattern,973PHK.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1559
BODY,HP with Dark Red Sweater and Yellow Neck Pattern,973ph8.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1560
BODY,HP with Grey Sweater and Light Nougat Neck Pattern,973ph7.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1561
BODY,HP with Jacket and Dark Red Sweater Pattern,973ph6.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1562
BODY,HP with Jacket and Light Grey Sweater Pattern,973ph5.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1563
BODY,Imperial Soldier Pattern,973P3U.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1564
BODY,"Insectoids Female, Blue Diamond under Circuits Pattern",973P58.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1565
BODY,Insectoids Robot Pattern,973P53.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1566
BODY,Insectoids with Blue X under Circuits Pattern,973P56.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1567
BODY,Insectoids with Green Circuitry and Silver Hose on Sides,973P6K.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1568
BODY,Insectoids with Silver Logo on Black Panels,973P57.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1570
BODY,Insectoids with Silver X on Green Verniers,973P59.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1571
BODY,Iron Fist Pattern,973PBQ.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1572
BODY,Iron Man Armoured Suit Classic Pattern,973PBT.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1573
BODY,Iron Man Armoured Suit Mark VI Pattern,973PBB.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1574
BODY,Iron Man Armoured Suit Mark VII Pattern,973PBC.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1575
BODY,Iron Man Armoured Suit Mark XLII Pattern,973PBF.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1576
BODY,Iron Man Armoured Suit Mark XVII Pattern,973PBE.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1577
BODY,Iron Patriot Armoured Suit Pattern,973PBG.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1578
BODY,Iron Spider Pattern,973PBU.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1579
BODY,Ivy Dress Pattern,973PB5.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1580
BODY,"Jacket, Badge and Red Tie Pattern",973P7R.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1581
BODY,"Jacket, Bow Tie, Vest, Boutonniere Pattern",973PC23.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1582
BODY,"Jacket, Orange Vest, Green Neck-chief Pattern",973PB3.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1583
BODY,"Jacket, Pink Shirt, Ring on Necklace Pattern",973p7h.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1584
BODY,"Jacket, Pocket, Badge, Blue Tie Pattern",973P7Q.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1585
BODY,"Jacket, Silver Zipper and Sand Blue Shirt Pattern",973PHH.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1586
BODY,"Jacket, Tie and Police Badge Yellow Star Pattern",973p76.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1587
BODY,"Jacket, White Shirt and Dark Pink Tie Pattern",973PD31.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1588
BODY,"Jacket, White Shirt, and Necklace Pattern",973PA8.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1589
BODY,"Jacket, Zippered Pockets and Classic Space Logo Pattern",973P6J.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1590
BODY,"Jacket Formal, Dark Red Vest and Cravat Pattern",973P5S.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1593
BODY,Jacket Hoodie over Light Blue Sweater Pattern,973PU7.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1594
BODY,Jacket over Light Blue Button Down Shirt Pattern,973P7Z.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1599
BODY,Jacket over Medium Blue Skin and Light Blue Waist Pattern,973PD1D.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1600
BODY,Jacket over Shirt and Prison Stripes Pattern,973p7t.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1601
BODY,Jacket with Metallic Gold Trim and Red Sash Pattern,973P3L.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1609
BODY,Jacket with Pockets over Dark Red V-Neck Sweater Pattern,973P1Y.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1610
BODY,Jail Stripes and '23768' Pattern,973P7K.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1613
BODY,Jumping Dolphin in Blue Oval Pattern,973P2I.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1614
BODY,Knit Sweater Pattern,973P9C.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1617
BODY,Large Red Train Logo Pattern,973PTH.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1618
BODY,"Launch Command Logo, Blue Tie and ID Badge Pattern",973P5X.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1619
BODY,Launch Command Logo and Equipment Pattern,973p1q.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1620
BODY,Leather Jacket Pattern,973P28.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1621
BODY,Leather Jacket and Badge Pattern,973P7U.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1622
BODY,Leather Jacket and Light Gray Shirt Pattern,973PA9.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1623
BODY,"Leather Jacket, Badge, 'POLICE' Back Pattern",973p7n.dat,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1624
BODY,Lifebelt Logo and ID Card Pattern,973P79.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1628
BODY,Light Blue Jogging Suit Pattern,973P2B.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1629
BODY,Light Blue Parabola Shaped Belly Pattern,973PCFD.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1630
BODY,Light Grey Waist Pattern,973PD1E.DAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1632
